recode_id,PUBCHEM_SUBSTANCE_URL,LIPID_MAPS_CMPD_URL,LM_ID,COMMON_NAME,CATEGORY,MAIN_CLASS,SUB_CLASS,CHEBI_ID,INCHI_KEY,INCHI,STATUS,SYSTEMATIC_NAME,SYNONYMS,EXACT_MASS,FORMULA,LIPIDBANK_ID,PUBCHEM_SID,PUBCHEM_CID,KEGG_ID,HMDBID
LMST01080005,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300715,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080005,LMST01080005,(25R)-5beta-spirostan-3beta-ol,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],28933,GMBQZIIUCVWOCD-UQHLGXRBSA-N,"InChI=1S/C27H44O3/c1-16-7-12-27(29-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(28)8-10-25(18,3)21(20)9-11-26(22,24)4/h16-24,28H,5-15H2,1-4H3/t16-,17+,18-,19+,20-,21+,22+,23+,24+,25+,26+,27-/m1/s1",Active,(25R)-5beta-spirostan-3beta-ol,Smilagenin,416.329046,C27H44O3,,85300715,91439,C08913,
LMST01080006,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300716,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080006,LMST01080006,agavoside A,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],2513,NVCUAFIUMZCPGV-OOABTWBBSA-N,"InChI=1S/C33H52O9/c1-16-7-10-33(39-15-16)17(2)26-23(42-33)12-22-20-6-5-18-11-19(40-30-29(38)28(37)27(36)24(14-34)41-30)8-9-31(18,3)21(20)13-25(35)32(22,26)4/h16-24,26-30,34,36-38H,5-15H2,1-4H3/t16-,17+,18+,19+,20-,21+,22+,23+,24?,26+,27+,28?,29?,30-,31+,32-,33-/m1/s1",Active,(25R)-12-oxo-5alpha-spirostan-3beta-yl beta-D-galactopyranoside,Agavosid A; Agavoside A,592.361136,C33H52O9,,85300716,52931435,C08885,
LMST01080007,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300717,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080007,LMST01080007,Sarsasapogenenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],15578,GMBQZIIUCVWOCD-WWASVFFGSA-N,"InChI=1S/C27H44O3/c1-16-7-12-27(29-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(28)8-10-25(18,3)21(20)9-11-26(22,24)4/h16-24,28H,5-15H2,1-4H3/t16-,17-,18+,19-,20+,21-,22-,23-,24-,25-,26-,27+/m0/s1",Active,(25S)-5beta-spirostan-3beta-ol,Parigenin; Sarsasapogenin,416.329046,C27H44O3,,85300717,92095,C03963,
LMST01080008,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300718,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080008,LMST01080008,(25S)-5beta-spirostan-3beta-yl beta-D-glucoside,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],15579,ZNEIIZNXGCIAAL-TWAQATDQSA-N,"InChI=1S/C33H54O8/c1-17-7-12-33(38-16-17)18(2)26-24(41-33)14-23-21-6-5-19-13-20(8-10-31(19,3)22(21)9-11-32(23,26)4)39-30-29(37)28(36)27(35)25(15-34)40-30/h17-30,34-37H,5-16H2,1-4H3/t17-,18-,19+,20-,21+,22-,23-,24-,25?,26-,27+,28?,29?,30+,31-,32-,33+/m0/s1",Active,(25S)-5beta-spirostan-3beta-yl beta-D-glucopyranoside,(25S)-5beta-Spirostan-3beta-ol 3-O-beta-D-glucoside,578.381871,C33H54O8,,85300718,52931436,C04716,
LMST01080009,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069133,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080009,LMST01080009,Tigogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,GMBQZIIUCVWOCD-MFRNJXNGSA-N,"InChI=1S/C27H44O3/c1-16-7-12-27(29-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(28)8-10-25(18,3)21(20)9-11-26(22,24)4/h16-24,28H,5-15H2,1-4H3/t16-,17+,18+,19+,20-,21+,22+,23+,24+,25+,26+,27-/m1/s1",Active,(25R)-5alpha-spirostan-3beta-ol,,416.329046,C27H44O3,,123069133,99516,,
LMST01080010,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069134,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080010,LMST01080010,Gitogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,FWCXELAAYFYCSR-RYKNUXCGSA-N,"InChI=1S/C27H44O4/c1-15-7-10-27(30-14-15)16(2)24-23(31-27)12-20-18-6-5-17-11-21(28)22(29)13-26(17,4)19(18)8-9-25(20,24)3/h15-24,28-29H,5-14H2,1-4H3/t15-,16+,17+,18-,19+,20+,21-,22-,23+,24+,25+,26+,27-/m1/s1",Active,"(25R)-5alpha-spirostan-2alpha,3beta-diol",,432.323961,C27H44O4,,123069134,441887,,
LMST01080011,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069135,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080011,LMST01080011,Yuccagenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,ORXKASWXOVPKDV-UBWBUNFISA-N,"InChI=1S/C27H42O4/c1-15-7-10-27(30-14-15)16(2)24-23(31-27)12-20-18-6-5-17-11-21(28)22(29)13-26(17,4)19(18)8-9-25(20,24)3/h5,15-16,18-24,28-29H,6-14H2,1-4H3/t15-,16+,18-,19+,20+,21-,22-,23+,24+,25+,26+,27-/m1/s1",Active,"(25R)-spirost-5-en-2alpha,3beta-diol",,430.308311,C27H42O4,,123069135,3083608,,
LMST01080012,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069136,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080012,LMST01080012,Karatavigenin B,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,HBGXWELPRPGLBB-AJIQOSEBSA-N,"InChI=1S/C34H48O7/c1-19-10-13-34(39-18-19)20(2)29-26(41-34)15-24-22-14-28(36)33(38)16-25(35)27(40-30(37)21-8-6-5-7-9-21)17-32(33,4)23(22)11-12-31(24,29)3/h5-9,19-20,22-29,35-36,38H,10-18H2,1-4H3/t19-,20+,22-,23+,24+,25-,26+,27-,28-,29+,31+,32-,33+,34-/m1/s1",Active,"(25R)-2-O-benzoyl-spirostan-2alpha,3beta,5alpha,6beta-tetrol","(25R)-2alpha-benzoyloxy-spirostan-3beta,5alpha,6beta-triol",568.340006,C34H48O7,,123069136,52931437,,
LMST01080013,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069137,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080013,LMST01080013,Alliogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,JASYOPOIUHUBJK-XLYQSDPOSA-N,"InChI=1S/C27H44O6/c1-14-5-8-27(32-13-14)15(2)23-21(33-27)10-18-16-9-22(30)26(31)12-20(29)19(28)11-25(26,4)17(16)6-7-24(18,23)3/h14-23,28-31H,5-13H2,1-4H3/t14-,15+,16-,17+,18+,19-,20-,21+,22-,23+,24+,25-,26+,27-/m1/s1",Active,"(25R)-spirostan-2alpha,3beta,5alpha,6beta-tetrol",,464.313791,C27H44O6,,123069137,14656689,,
LMST01080014,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069138,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080014,LMST01080014,Hecogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,QOLRLLFJMZLYQJ-LOBDNJQFSA-N,"InChI=1S/C27H42O4/c1-15-7-10-27(30-14-15)16(2)24-22(31-27)12-21-19-6-5-17-11-18(28)8-9-25(17,3)20(19)13-23(29)26(21,24)4/h15-22,24,28H,5-14H2,1-4H3/t15-,16+,17+,18+,19-,20+,21+,22+,24+,25+,26-,27-/m1/s1",Active,(25R)-12-oxo-spirostan-3beta-ol,(25R)-3beta-hydroxy-5alpha-spirostan-12-one,430.308311,C27H42O4,,123069138,91453,,
LMST01080015,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069139,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080015,LMST01080015,Agigenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,FYRLHXNMINIDCB-LEGLVIAUSA-N,"InChI=1S/C27H44O5/c1-14-5-8-27(31-13-14)15(2)24-23(32-27)11-18-16-9-20(28)19-10-21(29)22(30)12-26(19,4)17(16)6-7-25(18,24)3/h14-24,28-30H,5-13H2,1-4H3/t14-,15+,16-,17+,18+,19-,20-,21-,22-,23+,24+,25+,26-,27-/m1/s1",Active,"(25R)-5alpha-spirostan-2alpha,3beta,6beta-triol",,448.318876,C27H44O5,,123069139,44566818,,
LMST01080016,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069140,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080016,LMST01080016,Digalogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,DTLPXUYYRJZGLM-VCUHZSQTSA-N,"InChI=1S/C27H44O4/c1-15-7-12-27(30-14-15)16(2)21-24(31-27)23(29)22-19-6-5-17-13-18(28)8-10-25(17,3)20(19)9-11-26(21,22)4/h15-24,28-29H,5-14H2,1-4H3/t15-,16+,17+,18+,19-,20+,21+,22-,23+,24-,25+,26-,27-/m1/s1",Active,"(25R)-5alpha-spirostan-3beta,15beta-diol",,432.323961,C27H44O4,,123069140,20054897,,
LMST01080017,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069141,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080017,LMST01080017,Rockogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,BQNMOLSYHYSCMS-TUUYSWIFSA-N,"InChI=1S/C27H44O4/c1-15-7-10-27(30-14-15)16(2)24-22(31-27)12-21-19-6-5-17-11-18(28)8-9-25(17,3)20(19)13-23(29)26(21,24)4/h15-24,28-29H,5-14H2,1-4H3/t15-,16+,17+,18+,19-,20+,21+,22+,23-,24+,25+,26-,27-/m1/s1",Active,"(25R)-5alpha-spirostan-3beta,12beta-diol",,432.323961,C27H44O4,,123069141,167555,,
LMST01080018,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069142,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080018,LMST01080018,beta-Chlorogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,PZNPHSFXILSZTM-LHCNFSBLSA-N,"InChI=1S/C27H44O4/c1-15-5-10-27(30-14-15)16(2)24-23(31-27)13-20-18-12-22(29)21-11-17(28)6-8-25(21,3)19(18)7-9-26(20,24)4/h15-24,28-29H,5-14H2,1-4H3/t15-,16+,17+,18-,19+,20+,21-,22-,23+,24+,25-,26+,27-/m1/s1",Active,"(25R)-5alpha-spirostan-3beta,6beta-diol",,432.323961,C27H44O4,,123069142,10717615,,
LMST01080019,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069143,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080019,LMST01080019,Neotigogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,GMBQZIIUCVWOCD-PUHUBZITSA-N,"InChI=1S/C27H44O3/c1-16-7-12-27(29-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(28)8-10-25(18,3)21(20)9-11-26(22,24)4/h16-24,28H,5-15H2,1-4H3/t16-,17-,18-,19-,20+,21-,22-,23-,24-,25-,26-,27+/m0/s1",Active,(25S)-5alpha-spirostan-3beta-ol,,416.329046,C27H44O3,,123069143,12304433,,
LMST01080020,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069144,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080020,LMST01080020,Neochlorogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,PZNPHSFXILSZTM-UNARIRTPSA-N,"InChI=1S/C27H44O4/c1-15-5-10-27(30-14-15)16(2)24-23(31-27)13-20-18-12-22(29)21-11-17(28)6-8-25(21,3)19(18)7-9-26(20,24)4/h15-24,28-29H,5-14H2,1-4H3/t15-,16-,17-,18+,19-,20-,21+,22-,23-,24-,25+,26-,27+/m0/s1",Active,"(25S)-5alpha-spirostan-3beta,6alpha-diol",,432.323961,C27H44O4,,123069144,12303066,,
LMST01080021,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069145,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080021,LMST01080021,Paniculogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,GDFVLFBHNREYBP-WHFCIYBYSA-N,"InChI=1S/C27H44O5/c1-14-9-23(30)27(31-13-14)15(2)24-22(32-27)12-19-17-11-21(29)20-10-16(28)5-7-25(20,3)18(17)6-8-26(19,24)4/h14-24,28-30H,5-13H2,1-4H3/t14-,15-,16-,17+,18-,19-,20+,21-,22-,23-,24-,25+,26-,27-/m0/s1",Active,"(25S)-5alpha-spirostan-3beta,6alpha,23S-triol",,448.318876,C27H44O5,,123069145,637463,,
LMST01080022,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069146,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080022,LMST01080022,Neoagigenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,FYRLHXNMINIDCB-UAANVFKFSA-N,"InChI=1S/C27H44O5/c1-14-5-8-27(31-13-14)15(2)24-23(32-27)11-18-16-9-20(28)19-10-21(29)22(30)12-26(19,4)17(16)6-7-25(18,24)3/h14-24,28-30H,5-13H2,1-4H3/t14-,15-,16+,17-,18-,19+,20+,21+,22+,23-,24-,25-,26+,27+/m0/s1",Active,"(25S)-5alpha-spirostan-2alpha,3beta,6beta-triol",,448.318876,C27H44O5,,123069146,52931439,,
LMST01080023,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069147,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080023,LMST01080023,Neoallilogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,JASYOPOIUHUBJK-QSCZZMGISA-N,"InChI=1S/C27H44O6/c1-14-5-8-27(32-13-14)15(2)23-21(33-27)10-18-16-9-22(30)26(31)12-20(29)19(28)11-25(26,4)17(16)6-7-24(18,23)3/h14-23,28-31H,5-13H2,1-4H3/t14-,15-,16+,17-,18-,19+,20+,21-,22+,23-,24-,25+,26-,27+/m0/s1",Active,"(25S)-5alpha-spirostan-2alpha,3beta,5alpha,6beta-tetrol",,464.313791,C27H44O6,,123069147,52931440,,
LMST01080024,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069148,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080024,LMST01080024,Solagenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,KALHZODBSBGPIA-VIWRHHLTSA-N,"InChI=1S/C27H42O4/c1-15-5-10-27(30-14-15)16(2)24-23(31-27)13-20-18-12-22(29)21-11-17(28)6-8-25(21,3)19(18)7-9-26(20,24)4/h15-16,18-24,29H,5-14H2,1-4H3/t15-,16-,18+,19-,20-,21+,22-,23-,24-,25+,26-,27+/m0/s1",Active,(25S)-3-oxo-5alpha-spirostan-6alpha-ol,(25S)-6alpha-hydroxy-5alpha-spirostan-3-one,430.308311,C27H42O4,,123069148,155860,,
LMST01080025,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069149,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080025,LMST01080025,Sisalagenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,QOLRLLFJMZLYQJ-KYRQEAISSA-N,"InChI=1S/C27H42O4/c1-15-7-10-27(30-14-15)16(2)24-22(31-27)12-21-19-6-5-17-11-18(28)8-9-25(17,3)20(19)13-23(29)26(21,24)4/h15-22,24,28H,5-14H2,1-4H3/t15-,16-,17-,18-,19+,20-,21-,22-,24-,25-,26+,27+/m0/s1",Active,(25S)-12-oxo-5alpha-spirostan-3beta-ol,(25S)-3beta-hydroxy-5alpha-spirostan-12-one,430.308311,C27H42O4,,123069149,12305694,,
LMST01080026,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069150,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080026,LMST01080026,Yonogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,FWCXELAAYFYCSR-JSEAXMQNSA-N,"InChI=1S/C27H44O4/c1-15-7-10-27(30-14-15)16(2)24-23(31-27)12-20-18-6-5-17-11-21(28)22(29)13-26(17,4)19(18)8-9-25(20,24)3/h15-24,28-29H,5-14H2,1-4H3/t15-,16+,17-,18-,19+,20+,21+,22+,23+,24+,25+,26+,27-/m1/s1",Active,"(25R)-5beta-spirostan-2beta,3alpha-diol",,432.323961,C27H44O4,,123069150,12304416,,
LMST01080027,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069151,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080027,LMST01080027,Tokorogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,SRTGQBIWSBCVSM-RXWDRLOESA-N,"InChI=1S/C27H44O5/c1-14-7-10-27(31-13-14)15(2)22-21(32-27)12-19-17-6-5-16-11-20(28)23(29)24(30)26(16,4)18(17)8-9-25(19,22)3/h14-24,28-30H,5-13H2,1-4H3/t14-,15+,16-,17-,18+,19+,20+,21+,22+,23-,24-,25+,26+,27-/m1/s1",Active,"(25R)-5beta-spirostan-1beta,2beta,3alpha-triol",,448.318876,C27H44O5,,123069151,20841762,,
LMST01080028,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069152,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080028,LMST01080028,Epimetagenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,RYCUBFVMMAWZKH-AYYTVHOKSA-N,"InChI=1S/C27H44O5/c1-14-7-8-27(31-13-14)15(2)23-22(32-27)10-18-17-6-5-16-9-19(28)20(29)11-25(16,3)24(17)21(30)12-26(18,23)4/h14-24,28-30H,5-13H2,1-4H3/t14-,15+,16-,17+,18+,19+,20+,21-,22+,23+,24-,25+,26+,27-/m1/s1",Active,"(25R)-5beta-spirostan-2beta,3alpha,11alpha-triol",,448.318876,C27H44O5,,123069152,52931441,,
LMST01080029,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069153,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080029,LMST01080029,Metagenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,RYCUBFVMMAWZKH-OGQYGRRHSA-N,"InChI=1S/C27H44O5/c1-14-7-8-27(31-13-14)15(2)23-22(32-27)10-18-17-6-5-16-9-19(28)20(29)11-25(16,3)24(17)21(30)12-26(18,23)4/h14-24,28-30H,5-13H2,1-4H3/t14-,15+,16-,17+,18+,19-,20+,21-,22+,23+,24-,25+,26+,27-/m1/s1",Active,"(25R)-5beta-spirostan-2beta,3beta,11alpha-triol",,448.318876,C27H44O5,,123069153,12312773,,
LMST01080030,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069154,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080030,LMST01080030,Protometagenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,NYHXCNKVSOIARD-MHJWWLGRSA-N,"InChI=1S/C27H42O5/c1-14-7-8-27(31-13-14)15(2)23-22(32-27)10-18-17-6-5-16-9-19(28)20(29)11-25(16,3)24(17)21(30)12-26(18,23)4/h9,14-15,17-24,28-30H,5-8,10-13H2,1-4H3/t14-,15+,17+,18+,19-,20+,21-,22+,23+,24-,25+,26+,27-/m1/s1",Active,"(25R)-spirost-4-en-2beta,3beta,11alpha-triol",,446.303226,C27H42O5,,123069154,52931442,,
LMST01080031,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069155,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080031,LMST01080031,Nogiragenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,IVURHZJIYJKPLX-HPVOFZEMSA-N,"InChI=1S/C27H44O4/c1-15-7-10-27(30-14-15)16(2)23-22(31-27)12-20-19-6-5-17-11-18(28)8-9-25(17,3)24(19)21(29)13-26(20,23)4/h15-24,28-29H,5-14H2,1-4H3/t15-,16+,17-,18+,19+,20+,21-,22+,23+,24-,25+,26+,27-/m1/s1",Active,"(25R)-5beta-spirostan-3beta,11alpha-diol",,432.323961,C27H44O4,,123069155,12313203,,
LMST01080032,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069156,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080032,LMST01080032,Isorhodeasapogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,NCLLSOCDVMFDSK-XSSAKHEISA-N,"InChI=1S/C27H44O4/c1-15-7-10-27(30-14-15)16(2)24-22(31-27)13-21-19-6-5-17-11-18(28)12-23(29)26(17,4)20(19)8-9-25(21,24)3/h15-24,28-29H,5-14H2,1-4H3/t15-,16+,17-,18-,19-,20+,21+,22+,23-,24+,25+,26+,27-/m1/s1",Active,"(25R)-5beta-spirostan-1beta,3beta-diol",,432.323961,C27H44O4,,123069156,52931443,,
LMST01080033,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069157,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080033,LMST01080033,Rhodeasapagenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,NCLLSOCDVMFDSK-NMLFMCQHSA-N,"InChI=1S/C27H44O4/c1-15-7-10-27(30-14-15)16(2)24-22(31-27)13-21-19-6-5-17-11-18(28)12-23(29)26(17,4)20(19)8-9-25(21,24)3/h15-24,28-29H,5-14H2,1-4H3/t15-,16-,17+,18+,19+,20-,21-,22-,23+,24-,25-,26-,27+/m0/s1",Active,"(25S)-5beta-spirostan-1beta,3beta-diol",,432.323961,C27H44O4,,123069157,12304363,,
LMST01080034,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069158,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080034,LMST01080034,Convallagenin  A,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,ZUAUXYWVXMTADI-ZRUUGFNHSA-N,"InChI=1S/C27H44O5/c1-15-5-10-27(31-14-15)16(2)23-21(32-27)12-20-18-6-9-26(30)13-17(28)11-22(29)25(26,4)19(18)7-8-24(20,23)3/h15-23,28-30H,5-14H2,1-4H3/t15-,16-,17-,18+,19-,20-,21-,22+,23-,24-,25-,26-,27+/m0/s1",Active,"(25S)-spirostan-1beta,3beta,5beta-triol",,448.318876,C27H44O5,,123069158,441880,,
LMST01080035,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069159,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080035,LMST01080035,Convallagenin  B,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,FLDVFDQHJBXYFP-PBVSVCIJSA-N,"InChI=1S/C27H44O6/c1-14-5-10-27(32-13-14)15(2)22-20(33-27)11-18-16-6-9-26(31)23(30)19(28)12-21(29)25(26,4)17(16)7-8-24(18,22)3/h14-23,28-31H,5-13H2,1-4H3/t14-,15-,16+,17-,18-,19-,20-,21+,22-,23-,24-,25-,26-,27+/m0/s1",Active,"(25S)-spirostan-1beta,3beta,4beta,5beta-tetrol",,464.313791,C27H44O6,,123069159,12303876,,
LMST01080036,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069160,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080036,LMST01080036,Neotokorogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,SRTGQBIWSBCVSM-SGEYVDHFSA-N,"InChI=1S/C27H44O5/c1-14-7-10-27(31-13-14)15(2)22-21(32-27)12-19-17-6-5-16-11-20(28)23(29)24(30)26(16,4)18(17)8-9-25(19,22)3/h14-24,28-30H,5-13H2,1-4H3/t14-,15-,16+,17+,18-,19-,20-,21-,22-,23+,24+,25-,26-,27+/m0/s1",Active,"(25S)-spirostan-1beta,2beta,3alpha-triol",,448.318876,C27H44O5,,123069160,52931444,,
LMST01080037,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069161,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080037,LMST01080037,Diosgenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,WQLVFSAGQJTQCK-VKROHFNGSA-N,"InChI=1S/C27H42O3/c1-16-7-12-27(29-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(28)8-10-25(18,3)21(20)9-11-26(22,24)4/h5,16-17,19-24,28H,6-15H2,1-4H3/t16-,17+,19+,20-,21+,22+,23+,24+,25+,26+,27-/m1/s1",Active,(25R)-spirost-5-en-3beta-diol,,414.313396,C27H42O3,,123069161,99474,,
LMST01080038,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069162,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080038,LMST01080038,Ruscogenin,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,QMQIQBOGXYYATH-IDABPMKMSA-N,"InChI=1S/C27H42O4/c1-15-7-10-27(30-14-15)16(2)24-22(31-27)13-21-19-6-5-17-11-18(28)12-23(29)26(17,4)20(19)8-9-25(21,24)3/h5,15-16,18-24,28-29H,6-14H2,1-4H3/t15-,16+,18-,19-,20+,21+,22+,23-,24+,25+,26+,27-/m1/s1",Active,"(25R)-spirost-5-en-1beta,3beta-diol",,430.308311,C27H42O4,,123069162,441893,,
LMST01080039,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=123069163,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST01080039,LMST01080039,Karatavegenin C,Sterol Lipids [ST],Sterols [ST01],Spirostanols and derivatives [ST0108],,AJYSEUOXJDRNAO-AVTSHUCJSA-N,"InChI=1S/C27H42O5/c1-14-13-31-27(12-21(14)29)15(2)24-23(32-27)10-19-17-6-5-16-9-20(28)22(30)11-26(16,4)18(17)7-8-25(19,24)3/h5,14-15,17-24,28-30H,6-13H2,1-4H3/t14-,15-,17+,18-,19-,20+,21?,22+,23-,24-,25-,26-,27+/m0/s1",Active,"(25R)-spirost-5-en-2alpha,3beta,24S-triol",,446.303226,C27H42O5,,123069163,52931445,,
